Date,NSIDC SMAP/Sentinel 1Km: avg, NSIDC SMAP/Sentinel 1Km: avg Percent of AOI with data
2019-1-20 00:00:00,0.193,24.02,
2019-1-21 00:00:00,null,0.00,
2019-1-22 00:00:00,null,0.00,
2019-1-23 00:00:00,0.286,37.06,
2019-1-24 00:00:00,null,0.00,
2019-1-25 00:00:00,null,0.00,
2019-1-26 00:00:00,0.303,52.04,
2019-1-27 00:00:00,null,0.00,
2019-1-28 00:00:00,null,0.00,
2019-1-29 00:00:00,null,0.00,
2019-1-30 00:00:00,null,0.00,
2019-1-31 00:00:00,0.237,73.01,
2019-2-1 00:00:00,null,0.00,
2019-2-2 00:00:00,0.203,25.61,
2019-2-3 00:00:00,null,0.00,
2019-2-4 00:00:00,null,0.00,
2019-2-5 00:00:00,0.266,37.71,
2019-2-6 00:00:00,null,0.00,
2019-2-7 00:00:00,null,0.00,
2019-2-8 00:00:00,0.304,50.96,
2019-2-9 00:00:00,null,0.00,
2019-2-10 00:00:00,0.344,43.45,
2019-2-11 00:00:00,0.300,25.63,
2019-2-12 00:00:00,null,0.00,
2019-2-13 00:00:00,0.260,26.28,
2019-2-14 00:00:00,null,0.00,
2019-2-15 00:00:00,null,0.00,
2019-2-16 00:00:00,0.327,37.73,
2019-2-17 00:00:00,null,0.00,
2019-2-18 00:00:00,null,0.00,
2019-2-19 00:00:00,0.290,56.84,
2019-2-20 00:00:00,null,0.00,
2019-2-21 00:00:00,null,0.00,
2019-2-22 00:00:00,null,0.00,
2019-2-23 00:00:00,null,0.00,
2019-2-24 00:00:00,0.249,76.07,
2019-2-25 00:00:00,null,0.00,
2019-2-26 00:00:00,0.202,26.81,
2019-2-27 00:00:00,null,0.00,
2019-2-28 00:00:00,null,0.00,
2019-3-1 00:00:00,0.336,37.40,
2019-3-2 00:00:00,null,0.00,
2019-3-3 00:00:00,null,0.00,
2019-3-4 00:00:00,0.263,28.69,
2019-3-5 00:00:00,null,0.00,
2019-3-6 00:00:00,0.258,43.16,
2019-3-7 00:00:00,0.258,27.15,
2019-3-8 00:00:00,null,0.00,
2019-3-9 00:00:00,0.208,26.50,
2019-3-10 00:00:00,null,0.00,
2019-3-11 00:00:00,null,0.00,
2019-3-12 00:00:00,0.242,37.37,
2019-3-13 00:00:00,null,0.00,
2019-3-14 00:00:00,null,0.00,
2019-3-15 00:00:00,0.233,56.90,
2019-3-16 00:00:00,null,0.00,
2019-3-17 00:00:00,null,0.00,
2019-3-18 00:00:00,null,0.00,
2019-3-19 00:00:00,null,0.00,
2019-3-20 00:00:00,0.224,76.79,
2019-3-21 00:00:00,null,0.00,
2019-3-22 00:00:00,0.174,27.16,
2019-3-23 00:00:00,null,0.00,
2019-3-24 00:00:00,null,0.00,
2019-3-25 00:00:00,0.207,37.42,
2019-3-26 00:00:00,null,0.00,
2019-3-27 00:00:00,null,0.00,
2019-3-28 00:00:00,0.253,79.26,
2019-3-29 00:00:00,null,0.00,
2019-3-30 00:00:00,0.205,77.90,
2019-3-31 00:00:00,null,0.00,
2019-4-1 00:00:00,null,0.00,
2019-4-2 00:00:00,0.200,27.96,
2019-4-3 00:00:00,null,0.00,
2019-4-4 00:00:00,null,0.00,
2019-4-5 00:00:00,0.205,22.37,
2019-4-6 00:00:00,null,0.00,
2019-4-7 00:00:00,null,0.00,
2019-4-8 00:00:00,0.296,53.53,
2019-4-9 00:00:00,null,0.00,
2019-4-10 00:00:00,null,0.00,
2019-4-11 00:00:00,null,0.00,
2019-4-12 00:00:00,null,0.00,
2019-4-13 00:00:00,0.263,80.51,
2019-4-14 00:00:00,null,0.00,
2019-4-15 00:00:00,0.257,30.43,
2019-4-16 00:00:00,null,0.00,
2019-4-17 00:00:00,null,0.00,
2019-4-18 00:00:00,0.321,37.36,
2019-4-19 00:00:00,null,0.00,
2019-4-20 00:00:00,null,0.00,
2019-4-21 00:00:00,0.251,82.71,
2019-4-22 00:00:00,null,0.00,
2019-4-23 00:00:00,0.258,80.68,
2019-4-24 00:00:00,null,0.00,
2019-4-25 00:00:00,null,0.00,
2019-4-26 00:00:00,0.212,30.60,
2019-4-27 00:00:00,null,0.00,
2019-4-28 00:00:00,null,0.00,
2019-4-29 00:00:00,0.236,37.24,
2019-4-30 00:00:00,null,0.00,
2019-5-1 00:00:00,null,0.00,
2019-5-2 00:00:00,0.247,52.11,
2019-5-3 00:00:00,null,0.00,
2019-5-4 00:00:00,null,0.00,
2019-5-5 00:00:00,null,0.00,
2019-5-6 00:00:00,null,0.00,
2019-5-7 00:00:00,0.214,81.62,
2019-5-8 00:00:00,null,0.00,
2019-5-9 00:00:00,0.161,31.09,
2019-5-10 00:00:00,null,0.00,
2019-5-11 00:00:00,null,0.00,
2019-5-12 00:00:00,0.227,37.45,
2019-5-13 00:00:00,null,0.00,
2019-5-14 00:00:00,null,0.00,
2019-5-15 00:00:00,0.259,56.47,
2019-5-16 00:00:00,null,0.00,
2019-5-17 00:00:00,null,0.00,
2019-5-18 00:00:00,null,0.00,
2019-5-19 00:00:00,null,0.00,
2019-5-20 00:00:00,null,0.00,
2019-5-21 00:00:00,null,0.00,
2019-5-22 00:00:00,null,0.00,
2019-5-23 00:00:00,null,0.00,
2019-5-24 00:00:00,null,0.00,
2019-5-25 00:00:00,null,0.00,
2019-5-26 00:00:00,null,0.00,
2019-5-27 00:00:00,null,0.00,
2019-5-28 00:00:00,null,0.00,
2019-5-29 00:00:00,null,0.00,
2019-5-30 00:00:00,null,0.00,
2019-5-31 00:00:00,null,0.00,
2019-6-1 00:00:00,null,0.00,
2019-6-2 00:00:00,0.103,2.05,
2019-6-3 00:00:00,null,0.00,
2019-6-4 00:00:00,null,0.00,
2019-6-5 00:00:00,0.245,37.74,
2019-6-6 00:00:00,null,0.00,
2019-6-7 00:00:00,null,0.00,
2019-6-8 00:00:00,0.260,82.60,
2019-6-9 00:00:00,null,0.00,
2019-6-10 00:00:00,0.257,82.80,
2019-6-11 00:00:00,null,0.00,
2019-6-12 00:00:00,null,0.00,
2019-6-13 00:00:00,0.202,31.03,
2019-6-14 00:00:00,null,0.00,
2019-6-15 00:00:00,null,0.00,
2019-6-16 00:00:00,null,0.00,
2019-6-17 00:00:00,null,0.00,
2019-6-18 00:00:00,null,0.00,
2019-6-19 00:00:00,null,0.00,
2019-7-27 00:00:00,null,0.00,
2019-7-31 00:00:00,0.337,31.83,
2019-8-1 00:00:00,null,0.00,
2019-8-2 00:00:00,null,0.00,
2019-8-3 00:00:00,0.398,37.55,
2019-8-4 00:00:00,null,0.00,
2019-8-5 00:00:00,null,0.00,
2019-8-6 00:00:00,0.377,48.72,
2019-8-7 00:00:00,null,0.00,
2019-8-8 00:00:00,null,0.00,
2019-8-9 00:00:00,null,0.00,
2019-8-10 00:00:00,null,0.00,
2019-8-11 00:00:00,0.377,82.36,
2019-8-12 00:00:00,null,0.00,
2019-8-13 00:00:00,0.340,32.05,
2019-8-14 00:00:00,null,0.00,
2019-8-15 00:00:00,null,0.00,
2019-8-16 00:00:00,0.369,37.60,
2019-8-17 00:00:00,null,0.00,
2019-8-18 00:00:00,null,0.00,
2019-8-19 00:00:00,0.353,86.21,
2019-8-20 00:00:00,null,0.00,
2019-8-21 00:00:00,0.282,39.53,
2019-8-22 00:00:00,null,0.00,
2019-8-23 00:00:00,null,0.00,
2019-8-24 00:00:00,0.119,1.71,
2019-8-25 00:00:00,null,0.00,
2019-8-26 00:00:00,null,0.00,
2019-8-27 00:00:00,0.352,37.64,
2019-8-28 00:00:00,null,0.00,
2019-8-29 00:00:00,null,0.00,
2019-8-30 00:00:00,0.319,51.87,
2019-8-31 00:00:00,null,0.00,
2019-9-1 00:00:00,null,0.00,
2019-9-2 00:00:00,null,0.00,
2019-9-3 00:00:00,null,0.00,
2019-9-4 00:00:00,0.336,83.31,
2019-9-5 00:00:00,null,0.00,
2019-9-6 00:00:00,0.295,32.18,
2019-9-7 00:00:00,null,0.00,
2019-9-8 00:00:00,null,0.00,
2019-9-9 00:00:00,0.340,37.41,
2019-9-10 00:00:00,null,0.00,
2019-9-11 00:00:00,null,0.00,
2019-9-12 00:00:00,0.319,84.61,
2019-9-13 00:00:00,null,0.00,
2019-9-14 00:00:00,0.302,83.34,
2019-9-15 00:00:00,null,0.00,
2019-9-16 00:00:00,null,0.00,
2019-9-17 00:00:00,0.311,32.55,
2019-9-18 00:00:00,null,0.00,
2019-9-19 00:00:00,null,0.00,
2019-9-20 00:00:00,0.363,37.63,
2019-9-21 00:00:00,null,0.00,
2019-9-22 00:00:00,null,0.00,
2019-9-23 00:00:00,0.331,54.21,
2019-9-24 00:00:00,null,0.00,
2019-9-25 00:00:00,null,0.00,
2019-9-26 00:00:00,null,0.00,
2019-9-27 00:00:00,null,0.00,
2019-9-28 00:00:00,0.323,91.94,
2019-9-29 00:00:00,null,0.00,
2019-9-30 00:00:00,0.297,32.42,
2019-10-1 00:00:00,null,0.00,
2019-10-2 00:00:00,null,0.00,
2019-10-3 00:00:00,0.342,66.25,
2019-10-4 00:00:00,null,0.00,
2019-10-5 00:00:00,null,0.00,
2019-10-6 00:00:00,null,0.00,
2019-10-7 00:00:00,null,0.00,
2019-10-8 00:00:00,0.312,43.33,
2019-10-9 00:00:00,0.282,27.80,
2019-10-10 00:00:00,null,0.00,
2019-10-11 00:00:00,0.290,90.43,
2019-10-12 00:00:00,null,0.00,
2019-10-13 00:00:00,null,0.00,
2019-10-14 00:00:00,0.308,37.80,
2019-10-15 00:00:00,null,0.00,
2019-10-16 00:00:00,null,0.00,
2019-10-17 00:00:00,0.259,57.62,
2019-10-18 00:00:00,null,0.00,
2019-10-19 00:00:00,0.320,0.69,
2019-10-20 00:00:00,null,0.00,
2019-10-21 00:00:00,null,0.00,
2019-10-22 00:00:00,0.248,91.89,
2019-10-23 00:00:00,null,0.00,
2019-10-24 00:00:00,0.225,32.39,
2019-10-25 00:00:00,null,0.00,
2019-10-26 00:00:00,null,0.00,
2019-10-27 00:00:00,0.278,37.78,
2019-10-28 00:00:00,null,0.00,
2019-10-29 00:00:00,null,0.00,
2019-10-30 00:00:00,0.242,85.50,
2019-10-31 00:00:00,null,0.00,
2019-11-1 00:00:00,0.242,43.17,
2019-11-2 00:00:00,0.226,29.10,
2019-11-3 00:00:00,null,0.00,
2019-11-4 00:00:00,0.231,88.27,
2019-11-5 00:00:00,null,0.00,
2019-11-6 00:00:00,null,0.00,
2019-11-7 00:00:00,0.269,37.43,
2019-11-8 00:00:00,null,0.00,
2019-11-9 00:00:00,null,0.00,
2019-11-10 00:00:00,0.241,60.65,
2019-11-11 00:00:00,null,0.00,
2019-11-12 00:00:00,0.295,0.68,
2019-11-13 00:00:00,null,0.00,
2019-11-14 00:00:00,null,0.00,
2019-11-15 00:00:00,0.229,88.82,
2019-11-16 00:00:00,null,0.00,
2019-11-17 00:00:00,0.197,28.97,
2019-11-18 00:00:00,null,0.00,
2019-11-19 00:00:00,null,0.00,
2019-11-20 00:00:00,0.256,37.38,
2019-11-21 00:00:00,null,0.00,
2019-11-22 00:00:00,null,0.00,
2019-11-23 00:00:00,0.226,84.79,
2019-11-24 00:00:00,null,0.00,
2019-11-25 00:00:00,0.219,43.45,
2019-11-26 00:00:00,0.227,27.51,
2019-11-27 00:00:00,null,0.00,
2019-11-28 00:00:00,0.222,84.45,
2019-11-29 00:00:00,null,0.00,
2019-11-30 00:00:00,null,0.00,
2019-12-1 00:00:00,0.256,37.42,
2019-12-2 00:00:00,null,0.00,
2019-12-3 00:00:00,null,0.00,
2019-12-4 00:00:00,0.230,54.31,
2019-12-5 00:00:00,null,0.00,
2019-12-6 00:00:00,null,0.00,
2019-12-7 00:00:00,null,0.00,
2019-12-8 00:00:00,null,0.00,
2019-12-9 00:00:00,0.222,83.97,
2019-12-10 00:00:00,null,0.00,
2019-12-11 00:00:00,0.192,26.77,
2019-12-12 00:00:00,null,0.00,
2019-12-13 00:00:00,null,0.00,
2019-12-14 00:00:00,0.332,37.71,
2019-12-15 00:00:00,null,0.00,
2019-12-16 00:00:00,null,0.00,
2019-12-17 00:00:00,0.280,83.09,
2019-12-18 00:00:00,null,0.00,
2019-12-19 00:00:00,0.270,76.97,
2019-12-20 00:00:00,0.565,0.01,
2019-12-21 00:00:00,null,0.00,
2019-12-22 00:00:00,0.260,83.63,
2019-12-23 00:00:00,null,0.00,
2019-12-24 00:00:00,null,0.00,
2019-12-25 00:00:00,0.291,37.72,
2019-12-26 00:00:00,null,0.00,
2019-12-27 00:00:00,null,0.00,
2019-12-28 00:00:00,0.279,49.11,
2019-12-29 00:00:00,null,0.00,
2019-12-30 00:00:00,0.216,6.07,
2019-12-31 00:00:00,null,0.00,
2020-1-1 00:00:00,null,0.00,
2020-1-2 00:00:00,0.247,80.20,
2020-1-3 00:00:00,null,0.00,
2020-1-4 00:00:00,0.283,25.49,
2020-1-5 00:00:00,null,0.00,
2020-1-6 00:00:00,null,0.00,
2020-1-7 00:00:00,0.327,37.72,
2020-1-8 00:00:00,null,0.00,
2020-1-9 00:00:00,null,0.00,
2020-1-10 00:00:00,0.290,82.13,
2020-1-11 00:00:00,null,0.00,
2020-1-12 00:00:00,0.278,74.75,
2020-1-13 00:00:00,null,0.00,
2020-1-14 00:00:00,null,0.00,
2020-1-15 00:00:00,0.277,82.88,
2020-1-16 00:00:00,null,0.00,
2020-1-17 00:00:00,null,0.00,
2020-1-18 00:00:00,0.351,37.49,
2020-1-19 00:00:00,null,0.00,
2020-1-20 00:00:00,null,0.00,
2020-1-21 00:00:00,0.323,49.65,
2020-1-22 00:00:00,null,0.00,
2020-1-23 00:00:00,0.276,6.17,
2020-1-24 00:00:00,null,0.00,
2020-1-25 00:00:00,null,0.00,
2020-1-26 00:00:00,0.288,76.33,
2020-1-27 00:00:00,null,0.00,
2020-1-28 00:00:00,0.251,26.50,
2020-1-29 00:00:00,null,0.00,
2020-1-30 00:00:00,null,0.00,
2020-1-31 00:00:00,0.324,37.47,
2020-2-1 00:00:00,null,0.00,
2020-2-2 00:00:00,null,0.00,
2020-2-3 00:00:00,0.282,79.72,
2020-2-4 00:00:00,null,0.00,
2020-2-5 00:00:00,0.262,74.12,
2020-2-6 00:00:00,null,0.00,
2020-2-7 00:00:00,null,0.00,
2020-2-8 00:00:00,0.232,25.63,
2020-2-9 00:00:00,null,0.00,
2020-2-10 00:00:00,null,0.00,
2020-2-11 00:00:00,0.300,37.39,
2020-2-12 00:00:00,null,0.00,
2020-2-13 00:00:00,null,0.00,
2020-2-14 00:00:00,0.265,48.39,
2020-2-15 00:00:00,null,0.00,
2020-2-16 00:00:00,null,0.00,
2020-2-17 00:00:00,null,0.00,
2020-2-18 00:00:00,null,0.00,
2020-2-19 00:00:00,0.229,75.81,
2020-2-20 00:00:00,null,0.00,
2020-2-21 00:00:00,0.196,26.65,
2020-2-22 00:00:00,null,0.00,
2020-2-23 00:00:00,null,0.00,
2020-2-24 00:00:00,0.290,37.48,
2020-2-25 00:00:00,null,0.00,
2020-2-26 00:00:00,null,0.00,
2020-2-27 00:00:00,0.314,79.41,
2020-2-28 00:00:00,null,0.00,
2020-2-29 00:00:00,0.290,76.26,
2020-3-1 00:00:00,0.377,0.01,
2020-3-2 00:00:00,null,0.00,
2020-3-3 00:00:00,0.236,27.06,
2020-3-4 00:00:00,null,0.00,
2020-3-5 00:00:00,null,0.00,
2020-3-6 00:00:00,0.303,37.41,
2020-3-7 00:00:00,null,0.00,
2020-3-8 00:00:00,null,0.00,
2020-3-9 00:00:00,0.316,47.95,
2020-3-10 00:00:00,null,0.00,
2020-3-11 00:00:00,null,0.00,
2020-3-12 00:00:00,null,0.00,
2020-3-13 00:00:00,null,0.00,
2020-3-14 00:00:00,0.273,76.87,
2020-3-15 00:00:00,null,0.00,
2020-3-16 00:00:00,0.233,27.19,
2020-3-17 00:00:00,null,0.00,
2020-3-18 00:00:00,null,0.00,
2020-3-19 00:00:00,0.272,37.35,
2020-3-20 00:00:00,null,0.00,
2020-3-21 00:00:00,null,0.00,
2020-3-22 00:00:00,0.268,79.93,
2020-3-23 00:00:00,null,0.00,
2020-3-24 00:00:00,0.268,77.08,
2020-3-25 00:00:00,null,0.00,
2020-3-26 00:00:00,null,0.00,
2020-3-27 00:00:00,0.216,27.96,
2020-3-28 00:00:00,null,0.00,
2020-3-29 00:00:00,null,0.00,
2020-3-30 00:00:00,0.268,37.28,
2020-3-31 00:00:00,null,0.00,
2020-4-1 00:00:00,null,0.00,
2020-4-2 00:00:00,0.281,14.04,
2020-4-3 00:00:00,null,0.00,
2020-4-4 00:00:00,null,0.00,
2020-4-5 00:00:00,null,0.00,
2020-4-6 00:00:00,null,0.00,
2020-4-7 00:00:00,0.205,78.49,
2020-4-8 00:00:00,null,0.00,
2020-4-9 00:00:00,null,0.00,
2020-4-10 00:00:00,null,0.00,
2020-4-11 00:00:00,null,0.00,
2020-4-12 00:00:00,0.230,37.43,
2020-4-13 00:00:00,null,0.00,
2020-4-14 00:00:00,null,0.00,
2020-4-15 00:00:00,0.243,22.87,
2020-4-16 00:00:00,null,0.00,
2020-4-17 00:00:00,0.236,80.58,
2020-4-18 00:00:00,null,0.00,
2020-4-19 00:00:00,null,0.00,
2020-4-20 00:00:00,0.228,30.21,
2020-4-21 00:00:00,null,0.00,
2020-4-22 00:00:00,null,0.00,
2020-4-23 00:00:00,0.350,37.28,
2020-4-24 00:00:00,null,0.00,
2020-4-25 00:00:00,null,0.00,
2020-4-26 00:00:00,0.299,14.24,
2020-4-27 00:00:00,null,0.00,
2020-4-28 00:00:00,null,0.00,
2020-4-29 00:00:00,null,0.00,
2020-4-30 00:00:00,null,0.00,
2020-5-1 00:00:00,0.293,80.03,
2020-5-2 00:00:00,null,0.00,
2020-5-3 00:00:00,0.272,31.27,
2020-5-4 00:00:00,null,0.00,
2020-5-5 00:00:00,null,0.00,
2020-5-6 00:00:00,0.353,37.24,
2020-5-7 00:00:00,null,0.00,
2020-5-8 00:00:00,null,0.00,
2020-5-9 00:00:00,0.267,23.43,
2020-5-10 00:00:00,null,0.00,
2020-5-11 00:00:00,0.312,80.79,
2020-5-12 00:00:00,null,0.00,
2020-5-13 00:00:00,null,0.00,
2020-5-14 00:00:00,0.228,31.81,
2020-5-15 00:00:00,null,0.00,
2020-5-16 00:00:00,null,0.00,
2020-5-17 00:00:00,0.338,15.93,
2020-5-18 00:00:00,null,0.00,
2020-5-19 00:00:00,null,0.00,
2020-5-20 00:00:00,0.265,16.92,
2020-5-21 00:00:00,null,0.00,
2020-5-22 00:00:00,null,0.00,
2020-5-23 00:00:00,null,0.00,
2020-5-24 00:00:00,null,0.00,
2020-5-25 00:00:00,0.258,82.45,
2020-5-26 00:00:00,null,0.00,
2020-5-27 00:00:00,0.268,32.37,
2020-5-28 00:00:00,null,0.00,
2020-5-29 00:00:00,null,0.00,
2020-5-30 00:00:00,0.378,15.98,
2020-5-31 00:00:00,null,0.00,
2020-6-1 00:00:00,null,0.00,
2020-6-2 00:00:00,0.265,24.72,
2020-6-3 00:00:00,null,0.00,
2020-6-4 00:00:00,0.269,39.67,
2020-6-5 00:00:00,null,0.00,
2020-6-6 00:00:00,null,0.00,
2020-6-7 00:00:00,0.287,32.41,
2020-6-8 00:00:00,null,0.00,
2020-6-9 00:00:00,null,0.00,
2020-6-10 00:00:00,0.322,22.39,
2020-6-11 00:00:00,null,0.00,
2020-6-12 00:00:00,null,0.00,
2020-6-13 00:00:00,0.258,16.57,
2020-6-14 00:00:00,null,0.00,
2020-6-15 00:00:00,null,0.00,
2020-6-16 00:00:00,null,0.00,
2020-6-17 00:00:00,null,0.00,
2020-6-19 00:00:00,null,0.00,
2020-6-20 00:00:00,0.312,31.81,
2020-6-21 00:00:00,null,0.00,
2020-6-22 00:00:00,null,0.00,
2020-6-23 00:00:00,0.385,37.45,
2020-6-24 00:00:00,null,0.00,
2020-6-25 00:00:00,null,0.00,
2020-6-26 00:00:00,0.291,24.62,
2020-6-27 00:00:00,null,0.00,
2020-6-28 00:00:00,0.421,41.65,
2020-6-29 00:00:00,0.323,28.72,
2020-6-30 00:00:00,null,0.00,
2020-7-1 00:00:00,0.328,32.18,
2020-7-2 00:00:00,null,0.00,
2020-7-3 00:00:00,null,0.00,
2020-7-4 00:00:00,0.417,37.25,
2020-7-5 00:00:00,null,0.00,
2020-7-6 00:00:00,null,0.00,
2020-7-7 00:00:00,0.314,18.06,
2020-7-8 00:00:00,null,0.00,
2020-7-9 00:00:00,null,0.00,
2020-7-10 00:00:00,null,0.00,
2020-7-11 00:00:00,null,0.00,
2020-7-12 00:00:00,0.391,82.59,
2020-7-13 00:00:00,null,0.00,
2020-7-14 00:00:00,0.349,31.08,
2020-7-15 00:00:00,null,0.00,
2020-7-16 00:00:00,null,0.00,
2020-7-17 00:00:00,0.384,94.47,
2020-7-18 00:00:00,null,0.00,
2020-7-19 00:00:00,null,0.00,
2020-7-20 00:00:00,null,0.00,
2020-7-21 00:00:00,null,0.00,
2020-7-22 00:00:00,0.380,80.77,
2020-7-23 00:00:00,null,0.00,
2020-7-24 00:00:00,null,0.00,
2020-7-25 00:00:00,0.373,45.97,
2020-7-26 00:00:00,null,0.00,
2020-7-27 00:00:00,null,0.00,
2020-7-28 00:00:00,0.427,36.13,
2020-7-29 00:00:00,null,0.00,
2020-7-30 00:00:00,0.449,17.26,
2020-7-31 00:00:00,0.325,16.20,
2020-8-1 00:00:00,null,0.00,
2020-8-2 00:00:00,null,0.00,
2020-8-3 00:00:00,null,0.00,
2020-8-4 00:00:00,null,0.00,
2020-8-5 00:00:00,0.385,82.03,
2020-8-6 00:00:00,null,0.00,
2020-8-7 00:00:00,0.341,31.87,
2020-8-8 00:00:00,null,0.00,
2020-8-9 00:00:00,null,0.00,
2020-8-10 00:00:00,0.404,37.08,
2020-8-11 00:00:00,null,0.00,
2020-8-12 00:00:00,null,0.00,
2020-8-13 00:00:00,0.354,81.54,
2020-8-14 00:00:00,null,0.00,
2020-8-15 00:00:00,0.370,82.35,
2020-8-16 00:00:00,null,0.00,
2020-8-17 00:00:00,null,0.00,
2020-8-18 00:00:00,null,0.00,
2020-8-19 00:00:00,null,0.00,
2020-8-20 00:00:00,null,0.00,
2020-8-21 00:00:00,0.395,22.36,
2020-8-22 00:00:00,null,0.00,
2020-8-23 00:00:00,null,0.00,
2020-8-24 00:00:00,0.337,52.97,
2020-8-25 00:00:00,null,0.00,
2020-8-26 00:00:00,null,0.00,
2020-8-27 00:00:00,null,0.00,
2020-8-28 00:00:00,null,0.00,
2020-8-29 00:00:00,0.328,82.51,
2020-8-30 00:00:00,null,0.00,
2020-8-31 00:00:00,0.284,32.37,
2020-9-1 00:00:00,null,0.00,
2020-9-2 00:00:00,null,0.00,
2020-9-3 00:00:00,0.355,37.39,
2020-9-4 00:00:00,null,0.00,
2020-9-5 00:00:00,null,0.00,
2020-9-6 00:00:00,0.324,84.34,
2020-9-7 00:00:00,null,0.00,
2020-9-8 00:00:00,0.328,82.46,
2020-9-9 00:00:00,null,0.00,
2020-9-10 00:00:00,null,0.00,
2020-9-11 00:00:00,0.311,32.22,
2020-9-12 00:00:00,null,0.00,
2020-9-13 00:00:00,null,0.00,
2020-9-14 00:00:00,0.366,37.45,
2020-9-15 00:00:00,null,0.00,
2020-9-16 00:00:00,null,0.00,
2020-9-17 00:00:00,0.354,47.62,
2020-9-18 00:00:00,null,0.00,
2020-9-19 00:00:00,null,0.00,
2020-9-20 00:00:00,null,0.00,
2020-9-21 00:00:00,null,0.00,
2020-9-22 00:00:00,0.316,83.20,
2020-9-24 00:00:00,null,0.00,
2020-9-25 00:00:00,null,0.00,
2020-9-26 00:00:00,null,0.00,
2020-9-27 00:00:00,0.380,36.37,
2020-9-28 00:00:00,null,0.00,
2020-9-29 00:00:00,null,0.00,
2020-9-30 00:00:00,0.319,84.28,
2020-10-1 00:00:00,null,0.00,
2020-10-2 00:00:00,0.309,83.13,
2020-10-3 00:00:00,null,0.00,
2020-10-4 00:00:00,null,0.00,
2020-10-5 00:00:00,0.279,32.26,
2020-10-6 00:00:00,null,0.00,
2020-10-7 00:00:00,null,0.00,
2020-10-8 00:00:00,0.341,37.42,
2020-10-9 00:00:00,null,0.00,
2020-10-10 00:00:00,null,0.00,
2020-10-11 00:00:00,0.301,50.19,
2020-10-12 00:00:00,null,0.00,
2020-10-13 00:00:00,null,0.00,
2020-10-14 00:00:00,null,0.00,
2020-10-15 00:00:00,null,0.00,
2020-10-16 00:00:00,0.264,82.97,
2020-10-17 00:00:00,null,0.00,
2020-10-18 00:00:00,0.233,32.48,
2020-10-19 00:00:00,null,0.00,
2020-10-20 00:00:00,null,0.00,
2020-10-21 00:00:00,0.309,37.52,
2020-10-22 00:00:00,null,0.00,
2020-10-23 00:00:00,null,0.00,
2020-10-24 00:00:00,0.256,84.18,
2020-10-25 00:00:00,null,0.00,
2020-10-26 00:00:00,0.245,82.17,
2020-10-27 00:00:00,null,0.00,
2020-10-28 00:00:00,null,0.00,
2020-10-29 00:00:00,0.240,31.03,
2020-10-30 00:00:00,null,0.00,
2020-10-31 00:00:00,null,0.00,
2020-11-6 00:00:00,null,0.00,
2020-11-7 00:00:00,null,0.00,
2020-11-8 00:00:00,null,0.00,
2020-11-9 00:00:00,0.231,79.30,
2020-11-10 00:00:00,null,0.00,
2020-11-11 00:00:00,0.218,28.68,
2020-11-12 00:00:00,null,0.00,
2020-11-13 00:00:00,null,0.00,
2020-11-14 00:00:00,0.264,37.45,
2020-11-15 00:00:00,null,0.00,
2020-11-16 00:00:00,null,0.00,
2020-11-17 00:00:00,0.241,80.86,
2020-11-18 00:00:00,null,0.00,
2020-11-19 00:00:00,0.223,77.38,
2020-11-20 00:00:00,null,0.00,
2020-11-21 00:00:00,null,0.00,
2020-11-22 00:00:00,0.211,27.40,
2020-11-23 00:00:00,null,0.00,
2020-11-24 00:00:00,null,0.00,
2020-11-25 00:00:00,0.243,37.46,
2020-11-26 00:00:00,null,0.00,
2020-11-27 00:00:00,null,0.00,
2020-11-28 00:00:00,0.232,56.26,
2020-11-29 00:00:00,null,0.00,
2020-11-30 00:00:00,null,0.00,
2020-12-1 00:00:00,null,0.00,
2020-12-2 00:00:00,null,0.00,
2020-12-3 00:00:00,0.212,76.83,
2020-12-4 00:00:00,null,0.00,
2020-12-5 00:00:00,0.192,27.46,
2020-12-6 00:00:00,null,0.00,
2020-12-7 00:00:00,null,0.00,
2020-12-8 00:00:00,0.238,37.38,
2020-12-11 00:00:00,null,0.00,
2020-12-12 00:00:00,null,0.00,
2020-12-13 00:00:00,0.201,43.11,
2020-12-14 00:00:00,0.238,25.50,
2020-12-15 00:00:00,null,0.00,
2020-12-16 00:00:00,0.205,25.42,
2020-12-17 00:00:00,null,0.00,
2020-12-18 00:00:00,null,0.00,
2020-12-19 00:00:00,0.255,36.72,
2020-12-20 00:00:00,null,0.00,
2020-12-21 00:00:00,null,0.00,
2020-12-22 00:00:00,0.236,59.58,
2020-12-23 00:00:00,null,0.00,
2020-12-24 00:00:00,null,0.00,
2020-12-25 00:00:00,null,0.00,
2020-12-26 00:00:00,null,0.00,
2020-12-27 00:00:00,0.228,72.57,
2020-12-28 00:00:00,null,0.00,
2020-12-29 00:00:00,0.203,25.10,
2020-12-30 00:00:00,0.262,22.40,
2020-12-31 00:00:00,null,0.00,
2021-1-1 00:00:00,null,0.00,
2021-1-2 00:00:00,null,0.00,
2021-1-3 00:00:00,null,0.00,
2021-1-4 00:00:00,0.220,78.43,
2021-1-5 00:00:00,null,0.00,
2021-1-6 00:00:00,0.221,76.01,
2021-1-7 00:00:00,null,0.00,
2021-1-8 00:00:00,null,0.00,
2021-1-9 00:00:00,0.212,26.54,
2021-1-10 00:00:00,null,0.00,
2021-1-11 00:00:00,null,0.00,
